time,texts,retweet_count,favorite_count,begin_time,end_time,close_x,close_y,label
2019-11-05 13:47:31,sad see happening new york governor cuomo mayor deblasio letting criminal hardened bad onto sidewalk rapidly declining city radical left dems killing city nypd chief resigning,4032,11973,2019-11-05 13:47:00,2019-11-05 13:52:00,3077.56,3077.71,1
2019-11-05 13:28:37,time mexico help united state wage war drug cartel wipe face earth merely await call great new president,48313,193828,2019-11-05 13:28:00,2019-11-05 13:33:00,3077.99,3077.72,0
2019-11-05 13:25:23,monster united state stand ready willing able get involved job quickly effectively great new president mexico made big issue cartel become large powerful sometimes need army defeat army,19524,73627,2019-11-05 13:25:00,2019-11-05 13:30:00,3077.84,3077.26,0
2019-11-05 13:25:13,wonderful family friend utah got caught two vicious drug cartel shooting result many great american people killed including young child missing mexico need request help cleaning,23480,82726,2019-11-05 13:25:00,2019-11-05 13:30:00,3077.84,3077.26,0
2019-11-05 12:58:24,impeachment hoax fired voter kentucky mississippi louisiana,15466,65984,2019-11-05 12:58:00,2019-11-05 13:03:00,3077.3,3076.92,0
2019-11-05 12:47:14,fantastic great state kentucky last night vote matt bevin one best governor u never let,11813,48880,2019-11-05 12:47:00,2019-11-05 12:52:00,3075.97,3076.52,1
2019-11-05 12:31:53,rt hope everyone great state virginia get vote tuesday local state election,23957,0,2019-11-05 12:31:00,2019-11-05 12:36:00,3072.63,3073.06,1
2019-11-05 12:31:46,rt virginia best unemployment economic number history state democrat get nu,19828,0,2019-11-05 12:31:00,2019-11-05 12:36:00,3072.63,3073.06,1
2019-11-05 12:30:22,rt great republican geary higgins complete total endorsement virginia senate th district strong,15030,0,2019-11-05 12:30:00,2019-11-05 12:35:00,3072.83,3072.58,0
2019-11-05 12:30:12,rt louisiana get vote early next governor lower tax car insurance protect,14602,0,2019-11-05 12:30:00,2019-11-05 12:35:00,3072.83,3072.58,0
2019-11-05 12:30:00,rt whistleblower gave false information dealt corrupt politician schiff must brought forward testify,26872,0,2019-11-05 12:30:00,2019-11-05 12:35:00,3072.83,3072.58,0
2019-11-05 12:29:41,rt approval rating republican party thank,22200,0,2019-11-05 12:29:00,2019-11-05 12:34:00,3073.08,3072.38,0
2019-11-05 12:29:20,rt alltime high stock market fake news want talk impeachment hoax,21256,0,2019-11-05 12:29:00,2019-11-05 12:34:00,3073.08,3072.38,0
2019-11-05 12:29:08,rt son coming new book triggered left thrives hate want silence u,27267,0,2019-11-05 12:29:00,2019-11-05 12:34:00,3073.08,3072.38,0
2019-11-05 12:28:32,rt virginia massive amount defense work brought everything planned go,20108,0,2019-11-05 12:28:00,2019-11-05 12:33:00,3073.19,3072.38,0
2019-11-05 12:24:11,rt zimmerman present trump customized national jersey,2909,0,2019-11-05 12:24:00,2019-11-05 12:29:00,3072.72,3073.08,1
2019-11-05 12:23:56,rt unbelievable honor dream ryan zimmerman say white house go thank,4089,0,2019-11-05 12:23:00,2019-11-05 12:28:00,3073.16,3073.19,1
2019-11-05 12:23:38,rt ryan zimmerman presented president #45 jersey ⚾,10005,0,2019-11-05 12:23:00,2019-11-05 12:28:00,3073.16,3073.19,1
2019-11-05 12:20:19,rt love thank mr president washington national catcher kurt suzuki say putting make america great h,9512,0,2019-11-05 12:20:00,2019-11-05 12:25:00,3073.72,3072.42,0
2019-11-05 12:11:14,rt stu none change #impeachment drive secret hearing continue contempt elite hav,3947,0,2019-11-05 12:11:00,2019-11-05 12:16:00,3074.82,3073.81,0
2019-11-05 12:09:51,nothing dems gone radical left crazy cant get anything done,7984,30853,2019-11-05 12:09:00,2019-11-05 12:14:00,3075.73,3074.21,0
2019-11-05 12:07:35,rt stu crunch time angry left taken party socialist taken preside,3947,0,2019-11-05 12:07:00,2019-11-05 12:12:00,3075.18,3074.46,0
2019-11-05 12:07:13,rt stu impeachment viscous politics fail voter wont forget #ImpeachmentHearings #Politics #Markets #M,4179,0,2019-11-05 12:07:00,2019-11-05 12:12:00,3075.18,3074.46,0
2019-11-05 12:06:36,rt stu throw strong #profits #tradedeals #economicgrowth still come see record high,3105,0,2019-11-05 12:06:00,2019-11-05 12:11:00,3075.6,3074.82,0
2019-11-05 12:05:22,virginia massive amount defense work brought everything planned go vote republican today know dems saying vote locked would mean long slide vote republican today,20108,81442,2019-11-05 12:05:00,2019-11-05 12:10:00,3075.88,3075.41,0
2019-11-04 15:09:53,alltime high stock market fake news want talk impeachment hoax,21256,93257,2019-11-04 15:09:00,2019-11-04 15:14:00,3077.95,3075.25,0
2019-11-04 14:51:29,read transcript,20027,94430,2019-11-04 14:51:00,2019-11-04 14:56:00,3079.76,3079.08,0
2019-11-04 14:51:26,big rally kentucky tonight man worked really hard done great job gov kentucky best economic year ever matt leadership fantastic guy love military vet oura vote tuesday,13752,46230,2019-11-04 14:51:00,2019-11-04 14:56:00,3079.76,3079.08,0
2019-11-04 14:22:13,dont like using name build consulting company whatever please advise client administration official accordingly,10410,46467,2019-11-04 14:22:00,2019-11-04 14:27:00,3080.15,3080.66,1
2019-11-04 14:22:09,many people say know claiming best friend really close etc dont know people happens suppose become president stated dont know best knowledge man named michael esposito,14075,61165,2019-11-04 14:22:00,2019-11-04 14:27:00,3080.15,3080.66,1
2019-11-04 13:45:24,stock market hit record high spend money well,24278,125630,2019-11-04 13:45:00,2019-11-04 13:50:00,3080.78,3080.95,1
2019-11-04 13:14:30,whistleblower someone agenda donald trump blowing whistle didnt happen transcript call farce republican forget,18660,67851,2019-11-04 13:14:00,2019-11-04 13:19:00,3079.45,3079.97,1
2019-11-04 12:58:31,approval rating republican party thank,22133,133614,2019-11-04 12:58:00,2019-11-04 13:03:00,3080.05,3079.04,0
2019-11-04 12:50:51,whistleblower gave false information dealt corrupt politician schiff must brought forward testify written answer acceptable thend whistleblower disappeared released transcript even exist informant con,26795,96354,2019-11-04 12:50:00,2019-11-04 12:55:00,3078.66,3079.81,1
2019-11-04 12:06:39,said phone call ukrainian president perfectly stated reason call witness analyze word meaning another democrat hoax live day got elected disgraceful,21611,92679,2019-11-04 12:06:00,2019-11-04 12:11:00,3079.35,3079.77,1
2019-11-04 11:53:00,mark levin great lawyer scholar said last night read transcript call need never trumpers witness say mean say plainly well stated see witch hunt,18156,69323,2019-11-04 11:53:00,2019-11-04 11:58:00,3080.67,3078.98,0
2019-11-04 11:38:43,great know mistweet may something deep meaning,23443,92852,2019-11-04 11:38:00,2019-11-04 11:43:00,3080.34,3079.28,0
2019-11-01 14:08:56,stock market big record high sp nasdaq enjoy,19073,88249,2019-11-01 14:08:00,2019-11-01 14:13:00,3062.87,3063.13,1
2019-11-01 14:08:18,republican candidate successful conservative businessman stand create job protect second amendment get vote eddie next governor great state louisiana,11752,41990,2019-11-01 14:08:00,2019-11-01 14:13:00,3062.87,3063.13,1
2019-11-01 14:08:17,louisiana extreme democrat john bel edward sided nancy pelosi chuck schumer support sanctuary city high tax open border crushing louisiana economy second amendment right,16916,58078,2019-11-01 14:08:00,2019-11-01 14:13:00,3062.87,3063.13,1
2019-11-01 13:55:43,louisiana ill see tonight big rally eddie r great governor early voting start,1034,3560,2019-11-01 13:55:00,2019-11-01 14:00:00,3064.02,3063.87,0
2019-11-01 13:52:22,public watching seeing unfair process corrupt politician pelosi schiff trying take republican party never happen take back house,13309,50301,2019-11-01 13:52:00,2019-11-01 13:57:00,3064.59,3063.38,0
2019-11-01 13:52:19,adam schiff taken power unfair dozen people call yesterday witness knew problem fact matter thats impeachment guy lewis former prosecutor,16937,64284,2019-11-01 13:52:00,2019-11-01 13:57:00,3064.59,3063.38,0
2019-11-01 13:38:39,isi new leader know exactly,42212,243303,2019-11-01 13:38:00,2019-11-01 13:43:00,3062.73,3063.26,1
2019-11-01 13:36:10,democrat need much,8897,39025,2019-11-01 13:36:00,2019-11-01 13:41:00,3062.19,3063.18,1
2019-11-01 13:33:50,democrat immersed scam couldnt care le american people,13843,52533,2019-11-01 13:33:00,2019-11-01 13:38:00,3061.79,3062.73,1
2019-11-01 12:52:00,wow blowout job number adjusted revision general motor strike far greater expectation usa rock,24349,101441,2019-11-01 12:52:00,2019-11-01 12:57:00,3059.11,3058.32,0
2019-11-01 12:39:58,chicago never stop crime wave current superintendent police wont happen thank kevin graham great chicago police officer privilege meet tremendous crime fighting potential allowed thing,17544,73728,2019-11-01 12:39:00,2019-11-01 12:44:00,3059.96,3059.7,0
2019-11-01 12:29:39,biggest disgusting scandal democrat party highjacked impeachment process tax dollar house representative push election thats whats going cannot said better,19333,70163,2019-11-01 12:29:00,2019-11-01 12:34:00,3058.38,3059.28,1
2019-11-01 12:14:36,year donald trump hasnt done anything wrong donald trump hasnt done single thing accused witch hunt like,17886,73286,2019-11-01 12:14:00,2019-11-01 12:19:00,3056.8,3056.59,0
2019-11-01 12:09:10,thanks lee,12223,47812,2019-11-01 12:09:00,2019-11-01 12:14:00,3058.17,3056.8,0
2019-10-31 15:31:46,greatest witch hunt american history,37849,181124,2019-10-31 15:31:00,2019-10-31 15:36:00,3030.53,3032.82,1
2019-10-31 14:57:30,impeachment hoax hurting stock market nothing democrat dont care,24450,105620,2019-10-31 14:57:00,2019-10-31 15:02:00,3027.62,3027.9,1
2019-10-31 14:37:45,manufacturer lower interest rate germany japan others far biggest strongest country fed put u competitive disadvantage china problem federal reserve win anyway,11956,47363,2019-10-31 14:37:00,2019-10-31 14:42:00,3028.83,3025.78,0
2019-10-31 14:37:39,people disappointed jay powell federal reserve fed called wrong beginning fast slow even tightened beginning others running circle around laughing way bank dollar rate hurting,14896,59982,2019-10-31 14:37:00,2019-10-31 14:42:00,3028.83,3025.78,0
2019-10-31 13:29:19,read transcript,23892,105864,2019-10-31 13:29:00,2019-10-31 13:34:00,3029.63,3031.36,1
2019-10-31 13:24:32,china usa working selecting new site signing phase one trade agreement total deal apec chile canceled unrelated circumstance new location announced soon president xi president trump signing,18291,77931,2019-10-31 13:24:00,2019-10-31 13:29:00,3028.75,3029.63,1
2019-10-31 12:52:08,rt reality political ad usually arguably true arguably false get decide whats true whats,7072,0,2019-10-31 12:52:00,2019-10-31 12:57:00,3025.23,3026.88,1
2019-10-31 12:50:35,congratulation left dust thats dont tell truth,12444,47571,2019-10-31 12:50:00,2019-10-31 12:55:00,3024.85,3026.16,1
2019-10-31 12:40:13,rt 🎉 🍾 congratulation #1 show cable news saturday49 54 demo alsom tuned king,5151,0,2019-10-31 12:40:00,2019-10-31 12:45:00,3026.72,3025.47,0
2019-10-31 12:34:31,rt joe biden repeatedly asked agency son client wanted,9926,0,2019-10-31 12:34:00,2019-10-31 12:39:00,3027.52,3027.0,0
2019-10-31 12:34:07,rt headliner responds joe biden beto orourkes criticism president trump taking credit,5752,0,2019-10-31 12:34:00,2019-10-31 12:39:00,3027.52,3027.0,0
2019-10-31 12:33:51,rt time msm would gone feeding frenzy congressman stopped party,13023,0,2019-10-31 12:33:00,2019-10-31 12:38:00,3027.82,3026.43,0
2019-10-31 12:32:40,rt watch joe biden wrongest person earth talking albaghdadis raid he man opposed raid,6388,0,2019-10-31 12:32:00,2019-10-31 12:37:00,3028.27,3028.08,0
2019-10-31 12:29:24,thank matt,8297,32375,2019-10-31 12:29:00,2019-10-31 12:34:00,3029.34,3027.52,0
2019-10-31 12:20:13,never allowed roll winter showtrial indeed allowing long drawn trial senate would merely validate perpetuate fraud begun house crisis democrat making republican make sure never happens,10401,42843,2019-10-31 12:20:00,2019-10-31 12:25:00,3027.77,3027.32,0
2019-10-31 12:20:13,president either party laura,9513,39969,2019-10-31 12:20:00,2019-10-31 12:25:00,3027.77,3027.32,0
2019-10-31 12:20:12,time republican stand together defend leader party smear would one thing indication underlying crime notnot transcript secret witness testimony,21523,83393,2019-10-31 12:20:00,2019-10-31 12:25:00,3027.77,3027.32,0
2019-10-31 12:20:12,dems selectively leaked corrupt intent part president remember president knew call heard documented many people anyone intent would tad discreet dont think farce,6735,23928,2019-10-31 12:20:00,2019-10-31 12:25:00,3027.77,3027.32,0
2019-10-30 14:51:35,united state military congress need work need fund armed force mitch mcconnell dems lost cause need big beautiful win three #MAGA,14081,53977,2019-10-30 14:51:00,2019-10-30 14:56:00,3039.7,3041.96,1
2019-10-30 14:51:34,country cannot afford democrat congress take one year vacation productive legislation would rather ob impeachment isi radical terrorist going hit pause button democrat wont fund,20710,76458,2019-10-30 14:51:00,2019-10-30 14:56:00,3039.7,3041.96,1
2019-10-30 14:32:46,precisely program democrat trying impeach president trump supposedly slow walking tomorrow right senate dems say theyre going filibuster exact program mitch mcconnell nothing democrat,14174,52981,2019-10-30 14:32:00,2019-10-30 14:37:00,3034.43,3033.23,0
2019-10-30 12:59:14,yesterday never trumper witness could find quid pro quo transcript phone call many people listening call come including president ukraine found nothing wrong witch hunt,22297,93682,2019-10-30 12:59:00,2019-10-30 13:04:00,3034.39,3035.33,1
2019-10-30 12:26:21,federal judge allowing nick sandman libel suit move forward thoroughly disgusting washington post longer available white house could good chance winning go nick,26524,109926,2019-10-30 12:26:00,2019-10-30 12:31:00,3035.57,3036.58,1
2019-10-30 12:17:21,appear nancy pelosi retaining speakership next congress would like shes going put vote thats political left really want disgraceful use impeachment backfire,16428,65690,2019-10-30 12:17:00,2019-10-30 12:22:00,3034.27,3034.77,1
2019-10-30 11:38:06,greatest economy american history,25215,137028,2019-10-30 11:38:00,2019-10-30 11:43:00,3033.62,3031.55,0
2019-10-30 11:35:45,rt nervous nancy pelosi everything possible destroy republican party poll show going,33611,0,2019-10-30 11:35:00,2019-10-30 11:40:00,3033.22,3032.53,0
2019-10-30 11:35:22,rt confirmed abu bakr albaghdadis number one replacement terminated american troop likely,52046,0,2019-10-30 11:35:00,2019-10-30 11:40:00,3033.22,3032.53,0
2019-10-30 11:32:56,rt approval rating republican party record thank,24845,0,2019-10-30 11:32:00,2019-10-30 11:37:00,3033.21,3033.54,1
2019-10-30 11:32:09,republican unified energized fight impeachment hoax nothing democrat starting go substance even infair process casual reading transcript lead everybody see,13694,60207,2019-10-30 11:32:00,2019-10-30 11:37:00,3033.21,3033.54,1
2019-10-30 11:32:09,call ukrainian president totally appropriate one said pressure impeachment nonsense continuation witch hunt hoax going since even got elected rupublicans go substance close,10478,47158,2019-10-30 11:32:00,2019-10-30 11:37:00,3033.21,3033.54,1
2019-10-29 15:14:30,nervous nancy pelosi everything possible destroy republican party poll show going opposite nothing dems lose many seat death wish led corrupt politician adam schiff,33535,134978,2019-10-29 15:14:00,2019-10-29 15:19:00,3038.54,3038.44,0
2019-10-29 15:13:58,europe japan negative rate get paid borrow money dont follow competitor yes fed doesnt clue unlimited potential held back federal reserve winning anyway,16146,63299,2019-10-29 15:13:00,2019-10-29 15:18:00,3038.73,3038.41,0
2019-10-29 14:44:37,nervous nancy pelosi everything possible destroy republican party poll show going oppidite nothing dems lose many seat death wish led corrupt politician adam schiff,5374,20765,2019-10-29 14:44:00,2019-10-29 14:49:00,3038.57,3039.0,1
2019-10-29 14:12:47,consumer confidence number good housing sale september nicely economy rock,14244,64181,2019-10-29 14:12:00,2019-10-29 14:17:00,3040.84,3040.67,0
2019-10-29 13:34:15,great new book plot president true story congressman devin nunez uncovered biggest political scandal u history show bad corrupt people side check,19579,71877,2019-10-29 13:34:00,2019-10-29 13:39:00,3043.56,3043.72,1
2019-10-29 13:29:44,confirmed abu bakr albaghdadis number one replacement terminated american troop likely would taken top spot also dead,52002,252377,2019-10-29 13:29:00,2019-10-29 13:34:00,3043.23,3043.56,1
2019-10-29 13:20:20,approval rating republican party record thank,24791,146241,2019-10-29 13:20:00,2019-10-29 13:25:00,3044.05,3043.33,0
2019-10-29 13:09:14,supposedly according corrupt medium ukraine call concerned today never trumper witness call cant possible please ask read transcript call witch hunt,20603,81872,2019-10-29 13:09:00,2019-10-29 13:14:00,3044.7,3044.36,0
2019-10-29 12:49:28,rt inauguration day team trump zero idea many career staff working inside admin wh state ic,14158,0,2019-10-29 12:49:00,2019-10-29 12:54:00,3044.54,3044.33,0
2019-10-29 12:47:53,rt left loses power answer always limit speech never work,11285,0,2019-10-29 12:47:00,2019-10-29 12:52:00,3044.63,3043.98,0
2019-10-29 12:47:27,many never trumpers allowed testify perfectly appropriate phone call anyone read transcript knew people listening call would say something inappropriate fine many,24774,109625,2019-10-29 12:47:00,2019-10-29 12:52:00,3044.63,3043.98,0
2019-10-29 12:25:01,nothing democrat working hard make everyone forget best economy ever monumental weekend raid tax cut rebuilding military etc impeachment hoax disgrace read transcript,17862,70406,2019-10-29 12:25:00,2019-10-29 12:30:00,3043.77,3045.23,1
2019-10-29 12:19:23,wheres whistleblower read transcript everything else made garbage shifty schiff never trumpers,18825,79745,2019-10-29 12:19:00,2019-10-29 12:24:00,3043.24,3043.75,1
2019-10-29 11:59:06,rt democrat continue leak false narrative here actual witness interview would show aid,16865,0,2019-10-29 11:59:00,2019-10-29 12:04:00,3037.05,3039.38,1
2019-10-29 11:58:54,rt democrat undermined fairness unauthorized impeachment inquisition,7162,0,2019-10-29 11:58:00,2019-10-29 12:03:00,3043.53,3040.23,0
2019-10-29 11:57:16,rt recognizing officer year finalist heroism commitment keeping community,5123,0,2019-10-29 11:57:00,2019-10-29 12:02:00,3043.57,3040.1,0
2019-10-29 11:56:48,rt ship already sailed fair transparent process poisoned well day one th,7584,0,2019-10-29 11:56:00,2019-10-29 12:01:00,3043.32,3038.28,0
2019-10-29 11:56:27,rt house democrat suddenly saying theyll vote impeachment resolution ensure transparency rich consider,11863,0,2019-10-29 11:56:00,2019-10-29 12:01:00,3043.32,3038.28,0
2019-10-29 11:55:48,rt schiffstyle impeachment dems hide testimony behind secure door leak info vital false narrative driving,8730,0,2019-10-29 11:55:00,2019-10-29 12:00:00,3043.71,3036.24,0
2019-10-29 11:55:10,rt speaker pelosis announcement today acknowledges adam schiffs freewheeling impeachment inquiry devoid rule l,14415,0,2019-10-29 11:55:00,2019-10-29 12:00:00,3043.71,3036.24,0
2019-10-29 11:54:48,rt live look house democrat trying impeach president first russia obstruction ukraine de,5739,0,2019-10-29 11:54:00,2019-10-29 11:59:00,3043.28,3037.05,0
2019-10-29 11:54:13,rt vote bit like unringing bell house democrat selectively leaked information order damage p,8686,0,2019-10-29 11:54:00,2019-10-29 11:59:00,3043.28,3037.05,0
2019-10-29 11:53:58,rt pelosi let schiff hold secret hearing leak misleading info attack week want v,15149,0,2019-10-29 11:53:00,2019-10-29 11:58:00,3043.32,3043.53,1
2019-10-29 11:53:42,rt weve learned house democrat moving public impeachment hearing intelligence committee taking,17389,0,2019-10-29 11:53:00,2019-10-29 11:58:00,3043.32,3043.53,1
2019-10-29 11:53:08,rt thank finally acknowledging fact attempted deceive american people th,16419,0,2019-10-29 11:53:00,2019-10-29 11:58:00,3043.32,3043.53,1
2019-10-29 11:52:34,rt im happy house democrat finally decided hold vote open formal impeachment inquisition,8546,0,2019-10-29 11:52:00,2019-10-29 11:57:00,3043.0,3043.57,1
2019-10-29 11:51:30,rt democrat counter republican complaining process cant address substance process,7188,0,2019-10-29 11:51:00,2019-10-29 11:56:00,3041.81,3043.32,1
2019-10-29 11:50:30,rt mark spot ukraine didnt even know hold aid released schiff may,8528,0,2019-10-29 11:50:00,2019-10-29 11:55:00,3041.91,3043.71,1
2019-10-29 11:50:03,rt pelosi say vote thu authorize impeachment inquiry include minority subpoena ri,7738,0,2019-10-29 11:50:00,2019-10-29 11:55:00,3041.91,3043.71,1
2019-10-29 11:50:01,rt schiffs magician taylorsnd rd th hand claim dont becomest hand bc slippery fella say,7472,0,2019-10-29 11:50:00,2019-10-29 11:55:00,3041.91,3043.71,1
2019-10-29 11:48:07,great book great guy get,9007,38190,2019-10-29 11:48:00,2019-10-29 11:53:00,3042.63,3043.32,1
2019-10-29 11:46:09,rt congratulation new book plot president,7403,0,2019-10-29 11:46:00,2019-10-29 11:51:00,3042.72,3041.81,0
2019-10-29 11:45:03,rt plot president true story congressman devin nunes uncovered biggest political scandal,6567,0,2019-10-29 11:45:00,2019-10-29 11:50:00,3042.29,3041.91,0
2019-10-29 11:44:36,correct total scam,9678,38962,2019-10-29 11:44:00,2019-10-29 11:49:00,3042.37,3042.52,1
2019-10-29 11:43:40,rt pelosi announces theyll finally vote open impeachment inquiry codifying sham process halfway doesnt,18144,0,2019-10-29 11:43:00,2019-10-29 11:48:00,3042.43,3042.63,1
2019-10-29 11:42:57,rt dems plan cut even house member ridiculous unfair biased impeachment process schiffs,6370,0,2019-10-29 11:42:00,2019-10-29 11:47:00,3042.35,3042.97,1
2019-10-29 11:42:13,people never even heard testifying call read call transcript impeachment hoax ukrain said pressure,13670,51317,2019-10-29 11:42:00,2019-10-29 11:47:00,3042.35,3042.97,1
2019-10-29 11:37:11,rt trump called he getting practically standing ovation chicago he standing,7495,0,2019-10-29 11:37:00,2019-10-29 11:42:00,3042.45,3042.35,0
2019-10-29 11:36:49,rt nationwide injunction undermine entire immigration system job judge impose th,4914,0,2019-10-29 11:36:00,2019-10-29 11:41:00,3042.69,3042.28,0
2019-10-29 11:36:23,rt crime impeachment hoax committed shifty adam schiff totally made phone convers,22194,0,2019-10-29 11:36:00,2019-10-29 11:41:00,3042.69,3042.28,0
2019-10-29 11:35:45,rt swamp boo trump middle america cheer #IngrahamAngle,5238,0,2019-10-29 11:35:00,2019-10-29 11:40:00,3044.3,3042.27,0
2019-10-29 11:34:31,rt idea politician need briefed military operation young men woman risking life ri,15705,0,2019-10-29 11:34:00,2019-10-29 11:39:00,3043.79,3041.82,0
2019-10-29 11:33:50,rt pres denounces attack police officer attack law enforcement attack american say,4396,0,2019-10-29 11:33:00,2019-10-29 11:38:00,3043.67,3041.89,0
2019-10-29 11:33:14,rt speech iacp one pro america pro law enforcement platform ive ever heard p,4707,0,2019-10-29 11:33:00,2019-10-29 11:38:00,3043.67,3041.89,0
2019-10-28 13:41:34,sp hit time high big win job k frankly everyone country great even killed long sought isi murderer albaghdadi stronger ever great upward potential enjoy,31731,144681,2019-10-28 13:41:00,2019-10-28 13:46:00,3039.86,3039.88,1
2019-10-25 12:54:24,donald j trump absolutely historic president already le year office record everyone look examine compare illegitimate effort overthrow president formal impeachment inquiry thank lou,23617,94045,2019-10-25 12:54:00,2019-10-25 12:59:00,3024.4,3023.27,0
2019-10-25 12:32:06,turkey fully understands fire kurd leave known safe zone fairly nearby area dont repeat large scale sanction imposed violation going well isi secured kurd turkey ready backup,14964,64755,2019-10-25 12:32:00,2019-10-25 12:37:00,3024.76,3024.59,0
2019-10-25 12:32:06,usa gained trillion dollar wealth since november others way power economic use newly rebuilt military much better alternative oil secured soldier left leaving syria place,10609,47439,2019-10-25 12:32:00,2019-10-25 12:37:00,3024.76,3024.59,0
2019-10-25 12:32:06,coming home supposed day year ago pundit fool called middle east wrong year ask getting deal simply say oil bringing soldier back home isi secured,12483,53449,2019-10-25 12:32:00,2019-10-25 12:37:00,3024.76,3024.59,0
2019-10-25 12:15:58,congressman tim ryan ohio finally dropped race president registering zero poll unable even qualify debate stage see tim easy dont know youre wasnt effective usa worker talk,12965,60462,2019-10-25 12:15:00,2019-10-25 12:20:00,3023.43,3023.55,1
2019-10-25 12:12:23,another big dropout presidential race along tim ryan talk bravado nothing show stood nothing voter couldnt stand obnoxious greedy politician never make end,16047,70126,2019-10-25 12:12:00,2019-10-25 12:17:00,3023.42,3022.63,0
2019-10-24 15:48:47,really enjoyed conversation general appreciates done appreciate kurd done perhaps time kurd start heading oil region,15845,65074,2019-10-24 15:48:00,2019-10-24 15:53:00,3009.9,3009.89,0
2019-10-24 15:25:23,oil field discussed speech turkeykurds yesterday held isi united state took help kurd never let reconstituted isi field,17920,73405,2019-10-24 15:25:00,2019-10-24 15:30:00,3009.54,3008.83,0
2019-10-24 14:28:54,thank house republican tough smart understanding detail greatest witch hunt american history going since long even got elected insurance policy total scam,24618,103828,2019-10-24 14:28:00,2019-10-24 14:33:00,3005.47,3006.8,1
2019-10-24 14:20:02,federal reserve derelict duty doesnt lower rate even ideally stimulate take look around world competitor germany others actually getting paid borrow money fed way fast raise way slow cut,22576,83944,2019-10-24 14:20:00,2019-10-24 14:25:00,3004.97,3005.11,1
2019-10-23 12:40:13,wheres whistleblower,28228,130416,2019-10-23 12:40:00,2019-10-23 12:45:00,3000.82,3000.27,0
2019-10-23 12:39:20,big success turkeysyria border safe zone created ceasefire held combat mission ended kurd safe worked nicely u captured isi prisoner secured making statement 00 white house thank,21683,80796,2019-10-23 12:39:00,2019-10-23 12:44:00,3000.36,3000.03,0
2019-10-23 12:29:22,young campus conservative flocking turning point usa conservative speaker event country record number thousand student turning want compliment president united state signing historic executive,19195,76239,2019-10-23 12:29:00,2019-10-23 12:34:00,2998.25,2999.02,1
2019-10-23 12:29:22,order couple month ago saying school uphold first amendment right student lose federal funding seen huge change university interact u national local student organization studends,11516,47975,2019-10-23 12:29:00,2019-10-23 12:34:00,2998.25,2999.02,1
